"email_address"	"active_send"	"active_receive"
"RYZQMDNDYRB@HAERUSPQ.com"	1	1
"PTEPUPFLEB@LGVSECKQ.com"	0	0
"QCYVYUBJCAP@YAXOGTVJ.com"	1	0
"SQUZMPSWUM@HGZTIFJN.com"	1	0
"URDUQAEYZS@EITEUJ.com"	1	1
"LQSKNCSOKUBI@VOSXYFQI.com"	1	1
"IVDTOQIRUO@DZUMYNY.com"	0	0
"TWWTOGFJTTQ@HHNTJH.com"	1	1
"RGLMFNTG370@gmail.com"	1	1
"NXXCPNAQMGV@CDSZIPKI.com"	0	1
"JJMLXMVNFID@UBBDTTX.com"	0	0
"JBIPKKKEYHQ@JCBYI.com"	0	1
"DNHHUJHUWBDQ@ROXMTFSE.com"	1	0
"IUJCCFFNGN@NIDDHLBG.com"	1	0
"KSJVHQTZLPZ@DHABD.com"	1	1
"TJCTIEJQMFU@RBUHKX.com"	0	0
"DDGFMWQMEWS@QIYRXK.com"	1	1
"EDBCFKLMVJJ@DMSST.com"	1	0
"FVUMSFOVKUQW@AZEIIMN.com"	1	0
"CZILYPCJXXCJ@XIBXSHL.com"	0	1
"JSJCMALDZV@HFZJIVQZ.com"	1	0
"VTSUAPXVDS@TQLYU.com"	1	0
"QVXSHIULHAWN@RAGBP.com"	1	1
"REMEFWYKBIK@DVZOPT.com"	1	1
"IOHFIW.IOHFIW@outdoorZUV.com"	1	0
"DOVBFDSUJGJ@USCGDAG.com"	1	0
"JCUFSNGMWX@MTORLE.com"	1	0
"OGJTCSIJRIP@HJFBF.com"	1	1
"homeandgardenRLHYIZFQ@yahoo.com"	0	0
"LMPHYOOUNDM@QCPEWGH.com"	1	1
"MBMCJFXPMXKP@MESXQ.com"	1	0
"LHDKHAMUVRU@OQALHV.com"	1	0
"MQCNVTFGCCR@VFYMG.com"	1	1
"AGJJLDSTGPH@RNYHZCXK.com"	0	1
"MVBEYHLYKWZ@LZXCKZB.com"	1	0
"NAWGTOKXYZ@ZPNXNRLX.com"	1	0
"GVNYLPPDBWB@NIDQQ.com"	0	1
"HDDMNPKYHOS@HHHHU.com"	0	0
"OVCXHFHTEX@DBHWX.com"	0	0
"TURZSAWCYL@NVVPYN.com"	1	0
"OLCHUJCBNGM@HDZJZRW.com"	0	0
"QXJBQECIGEX@FWAWM.com"	0	0
"WGHQSCADVN@UWLWF.com"	1	1
"YBOGXQYNTN@URHEJ.com"	1	1
"WYTSDHXFEVL@JELHHWWO.com"	1	1
"IZLRNJPIDB@BKDUPDDB.com"	1	0
"WTSRAZCNDHG@CTLJYYN.com"	1	0
"NOINJWXIPJ@WWMHZ.com"	1	1
"YGOFDBXAQLJC@AQEHGVK.com"	1	1
"COPNVPPYOGTQ@WAIHZ.com"	1	0
"VUMHBVSJWHXK@AROHV.com"	0	1
"FWLDQUBQGJHF@JHQQPAUG.com"	1	0
"AXQEJGENEEJR@HAJAPTGL.com"	1	1
"KAWTUDXSPRLZ@MKYFYHT.com"	1	1
"PCNGBPBPTAO@WEAXSLE.com"	1	0
"MRLRZLFHETF@JRQLYVN.com"	1	0
"RFTDDKKJTHD@MOEIXMWO.com"	1	0
"IUVFLDU77@gmail.com"	1	0
"HSXXKHVWTHU@ZLVWA.com"	1	1
"VKLJRMZPMFHL@XLIACB.com"	1	0
"PFFSHOAESWOU@YJGZEJF.com"	0	0
"PISENDIYNL@IMZPFUK.com"	1	1
"HXPRPMADQSP@SJENN.com"	1	1
"RPXBLBKZBZLE@LUSKN.com"	1	0
"QJTN16@yahoo.com"	0	1
"QPLLFUDCPUG@IRHWMJ.com"	0	1
"PHVIBCPDNM@EQBVXJS.com"	1	1
"SQEOOLODNL@HNNJFEZL.com"	1	1
"BJHNQMMDST@WMTEKQ.com"	0	1
"KBNUFNHUNTL@UDBYIBQ.com"	1	0
"KIRGWWLTZFKM@VCVZTFI.com"	1	1
"TZHESYIBOKK@LCZTYFRG.com"	1	0
"CFBTYPFSFXK@BALXJN.com"	1	1
"PCKVNNPEOMD@IQNEUIGF.com"	1	1
"VKULKATEVYM@NBFHH.com"	1	1
"IAGCPAHFOOHH@IUGHLCTB.com"	0	0
"ENGXISWNSCN@TUETH.com"	1	1
"UTPOPVFBUNDQ@DLOZLKM.com"	1	1
"WNHVAGFNQR@SDNEO.com"	1	0
"KUYQCMPXHQ@RHLIES.com"	1	0
"QDPYGLBOSKAN@QYBKXBU.com"	1	1
"HJJFZDUZYXFT@LFWUVRFV.com"	1	1
"GKFAZWHRJPD@XBSEIO.com"	0	1
"UBXDXLCUZDG@NTCQNLXJ.com"	0	1
"HFMFLBLCLPY@BICJZ.com"	1	1
"DAYFBVVCPTUF@QTXYWSC.com"	0	0
"RBHRDGCXWFCN@HFIUBL.com"	0	1
"NJHOEWRACHY@FMLTHO.com"	1	1
"GHINPQCCJEW@USKVGU.com"	1	1
"IBMAWNYWHQDH@XPTAXGU.com"	1	0
"JWEESJHUIULX@BLPBKTPH.com"	1	0
"VOXIVZBRNR@EGDNWH.com"	1	0
"AZDJRDUEDPEC@FOIDVH.com"	0	1
"JOCLRHSNOZ@XIBRE.com"	1	0
"ILNKBMODFNPQ@CMIIRL.com"	1	1
"BDBLCPZMEJG@SFODHJMN.com"	1	1
"NXDIIVPRWGIS@FZZORBC.com"	0	0
"TLZWBRVMTE@WUMFB.com"	0	1
"FVQEDZORSAP@MDTOTHHW.com"	0	1
"WJDDLNAIQBTU@CPMCNCL.com"	1	1
"WGVOQCGDJB@LXCVNIT.com"	1	0
"MYLEWECMHL@FPQVM.com"	1	0
"FGRSZBHPPWCA@FSYPD.com"	1	0
"IEEJRUZBYSTA@SINOASLV.com"	1	0
"JOLAUAXUZC@IWOUD.com"	1	0
"WVVLPBALPP@MPFBMSMD.com"	1	0
"YIZFEUMJDSRW@BDVEUZXR.com"	1	1
"QSIOOWWHAFE@LBCKQ.com"	0	1
"FTBOSXBEKNMU@EQUZE.com"	1	0
"UINMFWBMWVXC@IZNVNLQ.com"	1	0
"UDLZZCNSDF@GIEEWOF.com"	1	1
"USLUZUITOKW@UEPEK.com"	1	0
"ZQXYTFYEQQA@GJMZZDF.com"	0	1
"outdoorlivingAHPZUIY@yahoo.com"	0	0
"QFAZQEZGOO@ZURSVYAC.com"	0	0
"EAJTCXOULLY@THXRRRER.com"	1	0
"AJHSAOVBBSCR@PIFCT.com"	0	1
"GNNXGTUJSC@VVKXENO.com"	1	1
"HLUQJQKHFFI@YBAGTYU.com"	0	0
"SEVDTPFVHGP@JAWJZIIF.com"	1	1
"NXFKWWTGQQWQ@GLTCAL.com"	1	0
"GNGOYZJMSNPP@TQATLQM.com"	1	0
"XTLCUQKXTKQF@UGUKWLK.com"	1	0
"outdoorlivingMBBXPN@yahoo.com"	0	1
"VLMYZXRHORXE@CAVXCCW.com"	1	0
"WPBEOABNGLNP@VIINDWH.com"	1	0
"FYFWRFOBVSI@MROAPQS.com"	1	1
"HDFPJHBKEICH@XPFYZUA.com"	1	0
"YHJXTGBEKJO@APHTMAO.com"	1	0
"FCHSDOGPOF@RZQLZVE.com"	1	0
"CGRAQDNLJKQ@TIQLT.com"	1	1
"ZWLALKBEMPG@LAMLRDD.com"	1	0
"SQCUIIMYMX@VXBVGUF.com"	1	0
"LYQAPYDVXVQE@CIHHWF.com"	1	0
"ZEABEJJQAF@SCPCF.com"	1	0
"RVTCIAMJWL@JYPKWQIN.com"	0	1
"KVQMPVHNQFNG@KVIUQGLE.com"	1	1
"XMZOZZLOHE@YGSHJU.com"	1	1
"WXSRARQRDDEW@BJKJMX.com"	1	1
"PUOUDCNXGMM@NETNWLBA.com"	1	1
"HPPZINIEHGLX@DGRHXTG.com"	1	0
"MDNDAVPHAHAA@VIYDNFTO.com"	1	1
"BCRBDNSFBB@AZCSHX.com"	1	1
"CZATFJNSRLQQ@FDZGZSX.com"	0	1
"MQXRSDCUAV@PSKLAXMM.com"	1	1
"OBAOSOJBAF@CWCUM.com"	0	1
"VPPRYVMVKDPU@KDAXVPXF.com"	0	1
"ETRFKYOJPHO@MLLXA.com"	1	1
"GAPPGFGGPKQ@XOVAAUJD.com"	0	1
"RZHVYSNVXKDV@QDRDIR.com"	1	0
"LDDOORGJXT@JPYWSM.com"	1	0
"MPVVQCECMSP@IKJUVK.com"	1	0
"WYZOLDUUCKVW@PLKCA.com"	1	1
"OMRKODAHDOQL@RFNIF.com"	1	1
"UNGJMCOWYJ@WOMTE.com"	1	1
"GOECGQQVMN@RVCFNEZQ.com"	1	0
"CADOPEGUAF@AMKIUTB.com"	0	1
"DNZPILRKXBTL@QTWFYW.com"	1	1
"XDYYCVACDL@NFTMEW.com"	1	0
"VLDTPLVRWSVN@NTWUUBXX.com"	0	1
"NCETTUQCPXA@TERTIA.com"	0	0
"WWFZRPCGXUL@TRUDSV.com"	0	1
"RQAVTWZMUU@JJBPDZMO.com"	1	1
"DMYGQATPESF@LRIKTUY.com"	1	1
"HWLJXUWOEOZ@JUCWOH.com"	1	1
"NZIAREXTXD@GUTRVJJX.com"	1	1
"RDDDDJIROSD@FGQGDIW.com"	0	0
"DLSZRYXZLTI@XAMMCLIF.com"	1	1
"JSYPTYGARIB@IICXTRJ.com"	0	0
"WYCBUPVNRN@XNZME.com"	1	0
"JYQTJGZCHTG@VUQOUW.com"	1	1
"BABRCNMLKWA@HKDJHCT.com"	1	0
"PTOOGQXIOC@BIYCVLQ.com"	0	1
"SULLYPKYAUB@PTKBD.com"	0	0
"QOWBAYXZNP@AXZQS.com"	1	1
"BJBDDWILKLU@OAWEXLE.com"	0	1
"DEOHBMJMRZS@HZMTFMK.com"	1	1
"PVTIFCAoutdoorliving@gmail.com"	0	0
"YUZAYDWCFSAA@TLOQYY.com"	0	1
"VBLPDYDFVD@PAKTQW.com"	1	1
"FTVSSRYHMUS@VGYAXGW.com"	1	0
"GOJSPSNJAOX@IEMCDIS.com"	1	1
"DVIMNDUQYIC@HQZVJHSN.com"	1	0
"XTLSLFMYSLU@ETNOZB.com"	1	1
"BNRAOHCMEH@VXPEBWOJ.com"	1	1
"AVMJXJZYRHWB@ZTFSY.com"	0	1
"XHRCYRGMXD@TJYHKJI.com"	1	1
"CVLOGA@outdoorlivingYQT.biz"	0	0
"ULBCDPMVIHSI@RZBXRFT.com"	1	1
"PUIEJBWKYW@DJKXY.com"	1	1
"VKJQJLKSZV@NZQDXON.com"	1	0
"LJYPBKVSPER@ZITDK.com"	1	1
"IHSQPUBRLJSZ@JCMSPFL.com"	1	1
"APODKYLESDG@YVQEXT.com"	1	1
"VVEAIPOHCVVE@XWYDIKWM.com"	1	0
"GETWJRSRHJX@KRXQGYCL.com"	1	0
"EIKZCHVMCQZ@ODXJSMJ.com"	1	1
"CTRGDSBKYOU@HRTPV.com"	1	0
"KQSVTGMVNMU@DDTYG.com"	1	1
"AOORUEBEIAS@PGHZYFY.com"	1	0
"BUZPUAHJUF@DZMSWTQ.com"	1	1
"CYYFPKARURP@UBEZWZJI.com"	0	1
"NPREIW@yahoo.com"	0	0
"MGQQZVXIJJXK@DZQALOH.com"	1	0
"GMOSLYXTXHT@CJLIDRJ.com"	1	1
"outdoorlivingTGXNDMME@gmail.com"	0	0
"SCRBLT@QIQorchard.net"	0	0
"DBLEZGMXBVSS@ZDQRSFSH.com"	1	1
"MHODDTKBGROZ@QZDYN.com"	1	0
"SQDQJXQXHVW@YUBMTN.com"	0	1
"EUUWIHLFWM@VTFJKU.com"	1	1
"GOFRIY684@gmail.com"	1	0
"NPKLFGPXSEVP@MKXONC.com"	1	0
"POBKYJRDVQW@NOTNMMA.com"	0	1
"landscapeengineerQFKQDJBT@yahoo.com"	0	1
"YIMHAAONCC@HEKQGLJ.com"	1	1
"ZFAWOYSAVGLS@OVIFTTR.com"	0	1
"NEEFPHATQAV@OPGYYL.com"	1	1
"UQGKFWBIROUF@HGEBTGDT.com"	0	0
"AJXGSLBPCCS@IVSUTO.com"	0	0
"TANQQZNRFZP@IZFMSJJ.com"	1	1
"VWRWJOQIVZV@OZGRXLAL.com"	0	0
"GJBLPUWKHR@TBORG.com"	0	0
"VPFRZTDUgarden@yahoo.com"	0	1
"FNBCSLLYQYB@FVTVHIC.com"	1	0
"QOBPLLGVESAI@ZOAXZPH.com"	1	0
"SOFWAHNKYIKA@BCWROD.com"	1	1
"QYJJSJPCKCK@TDHDL.com"	1	0
"GQOAPVKJSQ@ZGYEGN.com"	1	0
"KKDBOGTPTR@ZGJJUK.com"	1	1
"TDWWZMWJXRI@GEHIKNW.com"	1	0
"VHRUMZLQQIN@VNXHGSM.com"	0	1
"ZYLQVYPYZMAX@MFLSH.com"	1	1
"NEHXEOSFWR@TPXPEUQ.com"	1	0
"ZIUA101@yahoo.com"	1	0
"CSCXPXSGIHVY@GOZQOD.com"	1	0
"SKXUSLQNCGO@NYNHGRTT.com"	1	0
"CCLJFKZCWS@QOAWLEQ.com"	0	0
"DPYHIIEAYT@JSWZMCQ.com"	1	1
"QLEJZPWYOVK@WVERD.com"	1	0
"IRIYRKUHIDC@HNTETVUS.com"	1	1
"OGTCUQAKAHKU@MIOGJQ.com"	1	1
"YVADRLVUFKKQ@YQWTD.com"	1	1
"UDLXRUFTQMQQ@ZQZJKCL.com"	0	0
"NIDAXTATODAS@IVAXJM.com"	1	1
"FGUVXTTQCWEC@UQYYO.com"	1	0
"TEEVGXJHBFKR@KGZQOLRT.com"	0	0
"BYMNKZAQPR@MNLZSU.com"	1	1
"ICGNYNDGGH@JRRNHWGK.com"	1	0
"KNLJOJSVWQR@UHMSUU.com"	1	0
"CJBAWQUHIW@GDTYMOA.com"	1	1
"LUPGREEWQP@NMEJFBDY.com"	1	1
"KCTDFSKBGWW@DSGHIFN.com"	1	0
"WTBVYTZCQY@ALKIKESU.com"	0	0
"HBWGXBJLFFMY@DRBGYZSI.com"	1	1
"OZENSRJEDKF@DCUFHKW.com"	1	0
"VZGBSVDJMENI@XGBXKVS.com"	1	0
"KPEQKQUJCO@POWKFS.com"	1	0
"PNTIUJGTZKMC@CYMHJ.com"	1	1
"BMOXRVDMZXPU@VXJBGTA.com"	1	0
"FGAWLDTHCAWD@AQJQQXKC.com"	1	1
"UUEHPXNDXHVQ@UDIWP.com"	1	0
"MVBGKHZYTF@RCOYSZ.com"	1	0
"LDHPVPGGQG@QGOUCUM.com"	0	1
"EPYIISEKVV@DDVEO.com"	1	1
"MXFPJIZPFOVB@KURAS.com"	0	0
"VUDPLJCIBI@VTEZSSZY.com"	1	0
"YFVJLAGKERN@NSFCT.com"	1	0
"DUAZHJUEGTIH@WRYATENV.com"	1	0
"NXWALDVPSIH@PLMIYW.com"	1	0
"BLEGITAFLYAS@MDEHUSW.com"	1	0
"PDSFXVTTCBI@INJCAHX.com"	1	1
"TNICNSPHZWI@XWUXZKCB.com"	1	1
"VYUSMYJTCGXW@RVIUW.com"	1	0
"LWJOWBFJKAP@VSDFQTVY.com"	1	0
"GIIEGEFKUKSF@FYUVC.com"	0	0
"GOFJSOFOZHW@XHXRCE.com"	1	1
"LFNAKZAQQNMX@BXLYM.com"	0	0
"UFOVCKLMHU@AOVCRKTN.com"	1	1
"OALGRUAWPJGT@UIQTSHS.com"	1	1
"QZXGAKRIERE@FEHJONVQ.com"	1	0
"QBLTXPKGFKZO@MJCGU.com"	1	1
"UBTGLWWIOW@YGZZDOA.com"	1	1
"BFYTVBBHQR@NDMGOZI.com"	1	1
"QGORKEDCQUP@UUAXT.com"	1	0
"NYXIWZUKNRS@IDTJHXS.com"	1	1
"LZQMZFGZOFKR@XJJRW.com"	1	0
"PETHISMVWR@XDGTTQ.com"	1	0
"QDZQLIMRWMQ@BLTSLB.com"	1	1
"LNZVGDSBGVR@DUGMQONC.com"	1	1
"BCCDBBPHOZ@JZQAYSN.com"	1	0
"FXRWZLSUJZZQ@FEIKM.com"	1	0
"YULNRTIZSNJY@MGHLWUW.com"	1	0
"PIEIGHXYBJ@DZJZO.com"	0	1
"XQULZZJJFHN@LONLN.com"	0	1
"ANQOEVKVXWBW@LORBTECY.com"	1	1
"JFQRMRLAWB@CPUJHNYG.com"	0	0
"VOBHWZYFZOE@YUWLE.com"	1	0
"IUTWBBMYVJDF@DEWFJ.com"	1	1
"FVMMNYIFMHR@LAFPV.com"	0	0
"TDEGJMOPJC@JCGHCPC.com"	1	1
"MSLHDHDVVYY@WHTNPKOE.com"	1	1
"JNFSTBVPTNH@XZDOC.com"	1	1
"GSWEXNQnursery@yahoo.com"	0	1
"LBL.LBL@yahoo.com"	0	0
"AISKSCHEPXD@UREVR.com"	1	0
"FANTOKFIYPDX@NKWXKZE.com"	1	0
"YHRsupply@yahoo.com"	0	1
"OVPKLODBUJY@PSEICHK.com"	1	1
"BVPXFVFWGXMC@YAFMGTI.com"	1	1
"JCCJDNBSIA@HKFULDB.com"	1	1
"MGDTETYCEH@IEFCFUF.com"	1	0
"JZHASFAOGAH@YFXFSMUO.com"	1	1
"QSHlandscaping@yahoo.com"	0	0
"ZUURFACNGQCC@LNLFN.com"	1	0
"DNXCWYTPBAIF@JTUGE.com"	0	0
"JYWQBMARSXCE@QPRLXBQX.com"	1	0
"LXLMNEBVVB@DABYS.com"	1	1
"OWWAMZFMDST@WEJVI.com"	0	1
"AVUMWONOVVO@APNEN.com"	1	1
"FIGMUBGFXNJ@YBWMPT.com"	1	1
"PLQNEJXUEGK@GOWPPKAT.com"	1	1
"MZFUNIGZCXU@UVAYQ.com"	1	0
"JSTHHWUNHKN@OMHAIO.com"	1	0
"ALGIBBETQXM@JIDIWIP.com"	0	0
"VBKKRGZKFRH@UMFZDII.com"	1	0
"supplyJWZUCB@gmail.com"	0	0
"CDSJARJJDBX@BXFOU.com"	1	1
"YVWWMZMOQDAD@UWGFIWDB.com"	1	1
"RPZZDMZVBIQB@TBEPCR.com"	1	1
"EWQAZNYXPEMK@NHCVY.com"	1	1
"RGZJIKEAGR@LDZMHRQE.com"	1	1
"UYCWEUJMOI@ETNFUZWG.com"	0	1
"ADLGWNNVEWHP@IPAXJCYC.com"	1	0
"UKOAPFOJWDT@QTNGPAYA.com"	1	0
"VDCJXFNPDAH@AZFBDHO.com"	1	0
"OBMXBJCLURA@YOIGF.com"	1	0
"OUHQRDTPJNIJ@UVIDBGM.com"	1	0
"CZARQXJZSY@CFYFY.com"	1	1
"QMTP.QMTP@gmail.com"	1	0
"NLCNKKCMHG@UJEMQBPG.com"	1	1
"YLBBONJJIDI@VPYWWICY.com"	0	1
"NMVZTDULFNG@PFSTIOBT.com"	1	1
"LKSIAQALQZ@AXSQOR.com"	1	0
"JDSPJCOGJFB@KSNHFG.com"	0	0
"NIQBTLFKEKM@VBZGHMY.com"	1	0
"UMKGQPIHTGM@QYSVXRW.com"	1	1
"architectBPNFEBC@yahoo.com"	0	0
"GFZNGNBKPFO@GZJWYPNT.com"	1	1
"FPLRMULHIGZ@SPKWDOM.com"	1	1
"PWDQZDNXWI@MSZYW.com"	1	1
"ULHCRNRNGH@MEHTZSH.com"	1	1
"HHYKORLRCX@GVQANME.com"	1	0
"QUTRGAPPUD@RIRUD.com"	1	0
"YBYWTVVTUDA@ZKPIIEJ.com"	1	0
"UXQDLPZYEJM@BQSZJKJU.com"	1	1
"NWDHVXJAENR@QATGNAMN.com"	1	1
"CLTETGDGKU@CLGPYE.com"	1	1
"AGOGIZANEDA@SLRMX.com"	1	0
"JCUJWDYIFVR@SWRJY.com"	1	1
"DJCYJHGZIUN@ZKZTDLD.com"	1	0
"AAJMMSDFJPRK@HRTFDZL.com"	0	0
"SYJVYMRKBDFO@ZOGTVE.com"	1	1
"ZBLSYCJFNSBU@MQFONW.com"	1	0
"MHLVOPFGZC@ZEOMGNRB.com"	1	1
"OKLBGYCSOST@GEZPLXL.com"	1	0
"IEMSPFCRRCPH@WAUSIPKB.com"	1	0
"NEJDRWD.NEJDRWD@gmail.com"	1	0
"HCZBKJHFCBO@IZTKNU.com"	1	0
"UZZSHSWKUPIE@NLXVUCGK.com"	1	0
"MYEBAJXQLZ@QZUESTTD.com"	1	0
"SUBXPBLREJGN@QDCJLT.com"	1	0
"YOYISFDOPGW@OVTPM.com"	0	1
"GMTQLNYMAM@NGBIEA.com"	1	0
"MJTMWFBIFFEZ@MNJYZLQ.com"	0	0
"BMDMMWVJDCDU@UMNKWGX.com"	1	1
"MLHJPMXTBPLJ@SECUWUUT.com"	1	0
"JTWQZDCFYQA@HQJAJ.com"	0	0
"RXPJUESRLVQ@UFNEHW.com"	1	0
"MNLVLTWWIKHO@BRTUEQZA.com"	1	0
"PFFWMASPNI@TYWAFBC.com"	0	0
"RMNYLZJWALL@DRWLFJ.com"	1	0
"ABVREVENUJJ@ZQMQL.com"	1	1
"XWUEMIYISNR@EEUNI.com"	1	1
"ZJOPMBONPQLM@AKNUS.com"	1	1
"QCKGNRZGNYRO@JESMDWHR.com"	1	0
"VFSTHNEARB@RSWRWD.com"	1	1
"QUUDNLZONYGE@VZVPN.com"	1	1
"DORDNVTAFDG@IGYUD.com"	1	0
"CLPYNQSSPIQ@PVSHJEB.com"	1	1
"GEZMMBEGDHC@VDBNRLEZ.com"	0	0
"ZSBGUHGTIW@OMHSV.com"	1	1
"GFADBZMSAPTV@XSFXVCTC.com"	1	0
"KUEFNAONJXZ@YJEROZSI.com"	0	1
"JAQIZQ1@supplyUIHY.co"	1	0
"DPFAMZQXFQO@ROKKFT.com"	1	1
"TQOGRTBRFNYQ@HNLCTQ.com"	1	0
"KXVNNUEIJT@RKZRT.com"	1	1
"GTLRKZWOUT@BJNTQ.com"	1	1
"LZURWRRPJW@MHCSEN.com"	1	0
"GKKEDLNSTUCG@BGMXAQTH.com"	1	0
"FKFZJENUREEF@ZNNVMMC.com"	1	0
"OTEQHTQOEW@TSVIHSWH.com"	1	1
"SMSCLWONVL@NKRWMCJC.com"	1	0
"RMOTWJEAYKF@OYFDNQ.com"	0	0
"WIMGTSNQLQ@WIVNEP.com"	1	1
"UDRTPOINTGVC@PPPFLERD.com"	1	0
"AIWCEPPZWW@JALWUMRU.com"	1	1
"DWXHWVAQNO@CYOBXEG.com"	1	0
"NMZAJOELGOY@YQHLUHGU.com"	1	0
"CID@yahoo.com"	0	0
"ZXEPMQVKJFKA@GFLMKRMJ.com"	1	0
"WLIVTCAAZIY@IQJIE.com"	1	0
"VENJCFZTOBU@SJRIG.com"	1	1
"WMWFIFNMQK@LVSYGUA.com"	1	1
"HUNXCSOLPDQ@EQNJUL.com"	1	0
"HTFZPUZYKG@GAZKLG.com"	1	0
"LORXSENUML@FVRPX.com"	1	1
"SELJXRIYHFEQ@JAWCMQG.com"	1	1
"JGLKSAISGBQ@QPAZPEH.com"	1	1
"ROH@gmail.com"	0	0
"QILOEBSGRC@DVYBMICF.com"	0	1
"XAQUC835@yahoo.com"	1	0
"KJFZRBNYJAT@LKRNQR.com"	1	1
"XXF944@yahoo.com"	1	0
"CSXLPKKOADB@ETETKU.com"	1	1
"RTJCZEBISUP@EFHWJBSA.com"	1	1
"FWVXOPOXRC@JSVRAOJ.com"	1	0
"XHMFDINXDLRN@ZXEYLP.com"	1	1
"HVXGFCQGQY@XMFYNJAT.com"	1	1
"DRKUPGBTDCHP@HVYVMF.com"	0	0
"UEKOGMUORFU@FPTST.com"	1	0
"RQBIRQFTFRU@TWODDOHD.com"	1	1
"SNUCLHFLODI@XKNWZ.com"	1	0
"XULDJRCSKWY@HBHGMXIW.com"	0	1
"JXNTSXGKJEB@LWFHRX.com"	1	1
"YWWYLPKIVZ@YIKPN.com"	1	0
"BTRZVCJMFC@RIJRV.com"	0	1
"FNGNQIPHTY@QUNNKAD.com"	1	0
"MELTBMZCOI@GBUKIFW.com"	1	0
"PLENXZXYOL@ZRQRVQCW.com"	1	0
"TBJAKFHBHVV@QVIRMV.com"	0	1
"VERXIDLBKQS@BMKXLXWR.com"	1	1
"NPEEHNZOZB@HODHB.com"	0	1
"NRGLUHFCOEIO@ORLDYO.com"	1	1
"QOWOFJXZYI@TZUCCVW.com"	1	0
"TTMHSQOESJPR@REJRVR.com"	1	0
"GGZRLGAYHL@OLMQVGA.com"	1	1
"OXCCCWOHLI@SIPHOQ.com"	1	0
"MJXXODEHRQ@VKUCUU.com"	0	0
"HSOSCKMZJM@PLRJPYPM.com"	0	1
"SXGRGHDGANY@HEDIEZ.com"	1	0
"URNXGJAHQDZY@NOBNYGI.com"	0	0
"GAUSRERYQVZ@TJSZR.com"	1	1
"AVQUJMXLWET@JBHJF.com"	1	1
"ADKPHPIGQEW@KRGOHH.com"	1	0
"ZQGRIZRROTGV@WBPWVPU.com"	1	0
"LNTCPFELEU@IVLPU.com"	1	0
"OAONEKHZUN@JDSAEXO.com"	1	1
"UOYBQVNHWUAX@RQHXKUP.com"	1	0
"ZPPTPUKD.ZPPTPUKD@gmail.com"	1	0
"NJBYNPHODMWX@NWRJUYNN.com"	1	0
"QAIYIZASIRJ@JNQXVWJ.com"	1	0
"EPYJAZKVXWYB@SMGUHIUL.com"	1	0
"NFKMWBPKIFX@UAQYGBDR.com"	1	1
"BLKPZXGRKE@LMCTV.com"	1	0
"CGIDCGKKFTOF@ODSGR.com"	1	0
"EHBDLQTXMJAN@ETHLZME.com"	1	1
"MCUEVQDWKVE@AQKYUI.com"	0	0
"ENHECVLVCU@ZCZTCTUX.com"	0	1
"ATIUPYZTACJ@CNBISD.com"	1	1
"ODZFOEFHYSP@NVOPZZL.com"	1	0
"TLSDXMNKXQUI@UAARU.com"	1	0
"OYQGCCHHGSA@CNDFQ.com"	1	0
"WKDSKLIBGV@XNJZTZWT.com"	0	0
"AFVWGTPYQZQ@KZGQRZMG.com"	0	0
"RURIFHANXDW@ELOXTJYV.com"	1	1
"TLRTPOEBIZNM@AADXV.com"	1	1
"GGUIQZUXLLR@NQBSSB.com"	1	0
"MKDRUSVSLPK@YPGFTF.com"	1	0
"UOPRNFXBTXBN@NHKUI.com"	1	0
"OMXXBHIGDOC@UNQPIB.com"	1	0
"IZXCVEWZNW@AZCEYC.com"	1	0
"GRANTZZJJWR@QBDZXLUT.com"	0	0
"UJVYZKVLGCEU@EEELUCM.com"	1	0
"SHPEBVUEJB@BUMCJ.com"	0	1
"TBGPBCPTOKIW@UQHSCGGA.com"	1	0
"NHPQETUCAFD@WMPGSNPZ.com"	1	0
"JAEABULAJB@JOGXRYQM.com"	1	1
"QBDQKURXKKKE@MMSEUVC.com"	1	1
"BPJXZWSIIZB@FCTTKVO.com"	0	0
"XFURIKWZHY@ZYUFRNRR.com"	1	1
"TNLGXWLFBQ@YEPCNI.com"	1	0
"CKKJEFGTNVY@RMZBLGHZ.com"	0	0
"WJC653@gmail.com"	1	0
"ZSXRPFNMKC@ZDFMDF.com"	1	0
"LXJSZEDMSQP@WUXHGBP.com"	1	1
"TSCZBNVJJFZ@MGHRR.com"	1	1
"TDNCQLQFSVVM@VOQJI.com"	1	1
"EBLFSAWNKTJU@BQQDAY.com"	1	0
"AAOPZJGHFLVE@BKNNKZ.com"	0	0
"WBHMNHLVIT@JRVTPB.com"	1	1
"TKCWBKGOZLDV@OOVQDPF.com"	1	0
"LJEYYQIEDE@PYVUXLR.com"	1	0
"SFMKBVLEBW@RSATAJC.com"	1	1
"VXQTGVCKCNYK@IUWIP.com"	1	0
"MKCXWJUHWOAZ@HRPAAL.com"	1	1
"WWHOJEGTJOMD@YVLXGZMN.com"	1	0
"XEEQKGARCF@PUFCOUD.com"	1	1
"FOIRERWRYW@ZHMBA.com"	1	0
"nurseryEVAOSRD@gmail.com"	0	0
"HKTNASHANW@HPCQEQ.com"	1	1
"CDSBIJHTIRR@RRVRGA.com"	1	0
"IUPVYSLTCXWX@OXCAUNF.com"	1	1
"SWIADZCLOWG@UOYMT.com"	1	0
"YWKQMJACGZ@CASHB.com"	0	0
